,tweet,is_sarcastic,no_stopwords,tokenized,tokenized_no_stopwords
485,i don't like anyone lmfao so if isee you and i don't speak to you or act like i don't know you ! just know i don't like you ðÿ˜‚ ,0,like anyone lmfao isee speak act like know ! know like ðÿ˜‚,i do n't like anyone lmfao so if isee you and i do n't speak to you or act like i do n't know you ! just know i do n't like you ðÿ˜‚,like anyone lmfao isee speak act like know ! know like ðÿ˜‚
486,bitch im 31 i speak to people how i want to you are nobody important so i speak to you like trailer trash lol anything else,1,bitch im 31 speak people want nobody important speak like trailer trash lol anything else,bitch im 31 i speak to people how i want to you are nobody important so i speak to you like trailer trash lol anything else,bitch im 31 speak people want nobody important speak like trailer trash lol anything else
487,1 hour and 15 minute experiment after class ðÿ˜š #iloveecon #not,1,1 hour 15 minute experiment class ðÿ˜š #iloveecon #not,1 hour and 15 minute experiment after class ðÿ˜š # iloveecon # not,1 hour 15 minute experiment class ðÿ˜š # iloveecon # not
488,i can't speak and write english. so i want to be able to english!! ,0,can't speak write english. want able english!!,i ca n't speak and write english . so i want to be able to english ! !,ca n't speak write english . want able english ! !
489,i love going to the gym at this time #not ,1,love going gym time #not,i love going to the gym at this time # not,love going gym time # not
490,"thank you so much, i wrote it myself (and cried while writing it). i just wish i could speak to her one last time and stop- ",0,"thank much, wrote (and cried writing it). wish could speak one last time stop-","thank you so much , i wrote it myself ( and cried while writing it ) . i just wish i could speak to her one last time and stop-","thank much , wrote ( and cried writing it ) . wish could speak one last time stop-"
491,i don't know when it became cool to blow people off until you force them outa your life. so you want something different. u needa speak up ,0,know became cool blow people force outa life. want something different. u needa speak,i do n't know when it became cool to blow people off until you force them outa your life . so you want something different . u needa speak up,know became cool blow people force outa life . want something different . u needa speak
492,i know ive matured cuz in high school i woulda quit this job already for lack of challenge &amp; variety. totally needed a degree for this #not ,1,know ive matured cuz high school woulda quit job already lack challenge &amp; variety. totally needed degree #not,i know ive matured cuz in high school i woulda quit this job already for lack of challenge & amp ; variety . totally needed a degree for this # not,know ive matured cuz high school woulda quit job already lack challenge & amp ; variety . totally needed degree # not
493,sometimes i listen to myself speak and i am so damn southern. ,0,sometimes listen speak damn southern.,sometimes i listen to myself speak and i am so damn southern .,sometimes listen speak damn southern .
494,"i'd like to speak to someone at your national office, could you follow back so i can give u more info? ",0,"i'd like speak someone national office, could follow back give u info?","i 'd like to speak to someone at your national office , could you follow back so i can give u more info ?","i 'd like speak someone national office , could follow back give u info ?"
495,everyone is tweeting about men and â€œthose were his last wordsâ€ so iâ€™m the fuck outta here cos i donâ€™t want to speak my laâ€” ,0,everyone tweeting men â€œthose last wordsâ€ iâ€™m fuck outta cos donâ€™t want speak laâ€”,everyone is tweeting about men and â€œthose were his last wordsâ€ so iâ€™m the fuck outta here cos i donâ€™t want to speak my laâ€ ”,everyone tweeting men â€œthose last wordsâ€ iâ€™m fuck outta cos donâ€™t want speak laâ€ ”
496,you too my lovely. i'm on holiday count down!! i'm so flipping excited. just trying to sort out streaky legs as we speak xx ,0,lovely. i'm holiday count down!! i'm flipping excited. trying sort streaky legs speak xx,you too my lovely . i 'm on holiday count down ! ! i 'm so flipping excited . just trying to sort out streaky legs as we speak xx,lovely . i 'm holiday count down ! ! i 'm flipping excited . trying sort streaky legs speak xx
497,i have no reason to understand or speak spanish correctly so therefore i will not. 🇺🇸 ,0,reason understand speak spanish correctly therefore not. 🇺🇸,i have no reason to understand or speak spanish correctly so therefore i will not . 🇺🇸,reason understand speak spanish correctly therefore not . 🇺🇸
498,good to know you're here for me when i need you.          ,0,good know need you.,good to know you 're here for me when i need you .,good know need you .
499,"yes, he is already in my following list. i was so fortunate to speak with him at #flames post game show in january. ",0,"yes, already following list. fortunate speak #flames post game show january.","yes , he is already in my following list . i was so fortunate to speak with him at # flames post game show in january .","yes , already following list . fortunate speak # flames post game show january ."
500,"my fucking brother didn't know the meaning of shut up, so i had to speak to verify i wasn't 10.",1,"fucking brother know meaning shut up, speak verify 10.","my fucking brother did n't know the meaning of shut up , so i had to speak to verify i was n't 10 .","fucking brother know meaning shut up , speak verify 10 ."
501,god damn. why did you speak to me. i was so close to escaping your intoxication for one single day. my mind cannot be free from you. ,0,god damn. speak me. close escaping intoxication one single day. mind cannot free you.,god damn . why did you speak to me . i was so close to escaping your intoxication for one single day . my mind can not be free from you .,god damn . speak me . close escaping intoxication one single day . mind can not free you .
502,fucking so angry don't even speak to me ,0,fucking angry even speak,fucking so angry do n't even speak to me,fucking angry even speak
503,i don't know how to speak japanese but i wish i did so i can get noticed by you #japanessebambinos #japanesse #bambinos ,0,know speak japanese wish get noticed #japanessebambinos #japanesse #bambinos,i do n't know how to speak japanese but i wish i did so i can get noticed by you # japanessebambinos # japanesse # bambinos,know speak japanese wish get noticed # japanessebambinos # japanesse # bambinos
504,i love pop quizzes â™¥â™¥ #not #fmlagain ,1,love pop quizzes â™¥â™¥ #not #fmlagain,i love pop quizzes â™¥â™¥ # not # fmlagain,love pop quizzes â™¥â™¥ # not # fmlagain
505,i love it when this happens #not ,1,love happens #not,i love it when this happens # not,love happens # not
506,i love when jonas wakes me up from a nap ðÿ˜… #not ,1,love jonas wakes nap ðÿ˜… #not,i love when jonas wakes me up from a nap ðÿ˜… # not,love jonas wakes nap ðÿ˜… # not
507,i hate when older or white people tell me i speak so well...like i'm supposed to be ignorant ,0,hate older white people tell speak well...like i'm supposed ignorant,i hate when older or white people tell me i speak so well ... like i 'm supposed to be ignorant,hate older white people tell speak well ... like i 'm supposed ignorant
